,大连港,营口港,丹东港,沈阳市,鞍山市,长春市,通化市,哈尔滨市,
大连港,0.0,97.05,126.0,682.56,537.84,1216.98,1121.4,1828.44
营口港,97.05,0.0,115.0,811.8,459.45,861.48,790.92,1345.86
丹东港,126.0,115.0,0.0,437.76,424.8,1000000.0,495.0,1000000.0
沈阳市,682.56,811.8,437.76,0.0,464.85,414.0,360.0,972.0
鞍山市,537.84,459.45,424.8,464.85,0.0,504.0,486.0,1134.0
长春市,1216.98,861.48,1000000.0,414.0,504.0,0.0,477.54,489.96
通化市,1121.4,790.92,495.0,360.0,486.0,477.54,0.0,970.38
哈尔滨市,1828.44,1345.86,1000000.0,972.0,1134.0,489.96,970.38,0.0

